step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,transaction_id,balance_error,timestamp,time_diff,hour,is_night,high_velocity,txn_count_1hr,velocity_risk,customer_txn_count,customer_avg_amount,customer_amount_ratio,behavior_risk,home_lat,home_long,origin_lat,origin_long,prev_origin_lat,prev_origin_long,home_distance_km,geo_distance_km,travel_speed_kmh,geo_risk,device_type,device_risk,amt_zscore,amt_log,amt_deviation,amount_risk,balance_ratio,balance_risk,fraud_score,behavior_score,merchant_score,location_score,final_score,risk_level,decision,ai_score,ai_decision,ai_reasoning
189,TRANSFER,60740.48,C18203066,0.0,0.0,C1623240471,330759.28,391499.76,0,0,2340439,60740.48,2020-01-08 21:00:00,999999.0,21,0,0,1,0,1.0,20211.996282307315,3.005021084042196,0,31.59133030533859,-94.30281158664576,31.57608106059705,-94.29381808684886,,,1.8976113383244533,0.0,0.0,0,mobile,0,-0.1972672017078319,11.014382104453697,-0.1972672017078319,0,60740.48,1,0.23,0.08,0.19,0.0,0.14,LOW,APPROVE,0.8,ESCALATE,Transaction nearly drained the available balance. | Destination has a high balance risk rate.
14,PAYMENT,7255.52,C1347278594,0.0,0.0,M1980347668,0.0,0.0,0,0,237219,7255.52,2020-01-01 14:00:00,999999.0,14,0,0,1,0,2.0,2086.453959643943,3.4757748627124565,0,39.34223966531079,-95.19652774207024,39.43627201176046,-95.16179164031485,,,10.873694555346614,0.0,0.0,0,mobile,0,-0.2858392492732617,8.889655654056279,-0.2858392492732617,0,7255.52,0,0.1,0.08,0.0,0.0,0.06,LOW,APPROVE,0.1,APPROVE,"Transaction is a PAYMENT, generally low risk. | No significant risk signals detected in transaction or customer profile."
257,CASH_OUT,262996.11,C33820594,55020.0,0.0,C558132294,0.0,262996.11,0,0,3441294,207976.11,2020-01-11 17:00:00,999999.0,17,0,0,1,0,1.0,116654.88965662112,2.254460625812672,0,28.520755762146088,-112.24278748324656,28.530589718154378,-112.314837474464,,,7.123440026718404,0.0,0.0,0,mobile,0,0.1376717284275924,12.47989832250637,0.1376717284275924,0,4.779922393268024,1,0.18,0.08,0.37,0.0,0.15,LOW,APPROVE,0.8,BLOCK,Transaction amount is unusual compared to overall distribution | Transaction nearly drained the available origin balance
328,TRANSFER,2137134.15,C1999096176,2137134.15,0.0,C136063013,0.0,0.0,1,0,4589638,0.0,2020-01-14 16:00:00,999999.0,16,0,0,5,1,5.0,378957.28008825873,5.639497174998433,1,31.46495459108683,-101.62707617274974,48.87675261853097,-93.29298491541344,,,2058.490686946528,0.0,0.0,1,atm,1,8.433267611034982,14.574976775165366,8.433267611034982,1,0.999999532083874,1,0.94,0.41,0.43,0.3,0.6,HIGH,BLOCK,0.8,ESCALATE,Transaction amount is unusual and nearly drains the balance. | Customer's historical behavior and location stability are low.
155,TRANSFER,682309.83,C1780509155,682309.83,0.0,C393947373,0.0,99994.39,1,0,1579067,0.0,2020-01-07 11:00:00,999999.0,11,0,0,3,1,20.0,49868.260708793045,13.681972026501162,1,31.35805912673069,-93.783955781542,36.66899271880894,-83.9575397341203,,,1080.288057595148,0.0,0.0,1,atm,1,1.6564824366417146,13.433240595460775,1.6564824366417146,1,0.9999985343923092,1,0.54,0.46,0.43,0.3,0.46,MEDIUM,ESCALATE,0.8,ESCALATE,Transaction amount is unusual and nearly drains the balance. | Customer's historical behavior and location stability are low.
327,CASH_IN,264208.02,C320275044,71923.0,336131.02,C1746618820,0.0,0.0,0,0,4551095,528416.04,2020-01-14 15:00:00,999999.0,15,0,0,1,0,3.0,100822.55058746516,2.620499064559303,0,42.22934838016253,-111.99312827422976,42.28089580848691,-111.93563844428024,,,7.4324239473902525,0.0,0.0,0,mobile,0,0.1396786729997678,12.48449581129,0.1396786729997678,0,3.673433346309994,0,0.23,0.08,0.0,0.0,0.11,LOW,APPROVE,0.1,APPROVE,"Transaction type is CASH_IN, which is generally low risk. | No significant risk signals are active."
371,CASH_IN,240688.05,C358441185,5794730.14,6035418.18,C1755211264,4290750.59,4050062.55,0,0,5237012,481376.0899999999,2020-01-16 11:00:00,999999.0,11,0,0,1,0,3.0,69155.80419120548,3.48032348826506,0,32.963389536476974,-93.8296944185279,32.99819446982526,-93.79392031030952,,,5.110053207751571,0.0,0.0,0,web,1,0.1007291832445641,12.391261130422272,0.1007291832445641,0,0.0415356716618952,0,0.1,0.08,0.01,0.0,0.06,LOW,APPROVE,0.1,APPROVE,Transaction type CASH_IN is generally low risk. | No significant risk signals detected.
299,PAYMENT,6625.36,C466546625,19812.0,13186.64,M63402409,0.0,0.0,0,0,4021254,0.0,2020-01-13 11:00:00,999999.0,11,0,0,1,0,5.0,2779.172998590033,2.383074723537009,0,29.28046346964457,-105.28354589141928,29.31868417652845,-105.24382239026272,,,5.735843366680591,0.0,0.0,0,web,1,-0.2868828054710009,8.798810912805616,-0.2868828054710009,0,0.3343945894109927,0,0.02,0.08,0.01,0.0,0.03,LOW,APPROVE,0.1,APPROVE,"Transaction type is PAYMENT, which is generally low risk. | No significant risk signals detected in the transaction or customer profile."
496,CASH_OUT,25069.89,C1224854559,22956.0,0.0,C1126794677,2799195.69,2824265.57,0,0,6055109,2113.8899999999994,2020-01-21 16:00:00,999999.0,16,0,0,1,0,4.0,6106.721815842539,4.104622108847911,0,31.29099708647296,-108.4298668001971,31.2239393290025,-108.3884563828286,,,8.431673124902717,0.0,0.0,0,web,1,-0.2563383348668909,10.129462691120532,-0.2563383348668909,0,1.0920368515049876,1,0.12,0.08,0.2,0.0,0.1,LOW,APPROVE,0.7,ESCALATE,Transaction amount is unusual compared to customer's average. | Transaction nearly drained the origin balance.
185,CASH_OUT,22991.39,C1981406430,0.0,0.0,C1875695948,180384.72,203376.11,0,0,2179050,22991.39,2020-01-08 17:00:00,999999.0,17,0,0,1,0,3.0,10756.496832579254,2.1372434831093976,0,43.60967524062713,-86.24729781612373,43.63266029627737,-86.24626993857689,,,2.5571605011880467,0.0,0.0,0,mobile,0,-0.2597803679330976,10.042918570596658,-0.2597803679330976,0,22991.39,1,0.2,0.08,0.19,0.0,0.13,LOW,APPROVE,0.8,ESCALATE,Transaction nearly drained the origin balance. | Destination has a high balance risk rate historically.
183,TRANSFER,1256382.04,C663908738,0.0,0.0,C1205056415,2763106.29,4019488.33,0,0,2104953,1256382.04,2020-01-08 15:00:00,999999.0,15,0,0,1,0,2.0,715087.5621930525,1.7569600556145024,0,28.87391978545171,-96.36209539543016,28.85780673502166,-96.38920311214216,,,3.190347266897164,0.0,0.0,0,mobile,0,1.7827365437100329,14.043747547669811,1.7827365437100329,1,1256382.04,1,0.31,0.06,0.42,0.0,0.2,LOW,APPROVE,0.8,BLOCK,Transaction amount is unusual compared to overall distribution | Transaction nearly drained the available origin balance
607,TRANSFER,265680.73,C871433982,265680.73,0.0,C7350276,0.0,0.0,1,0,6259970,0.0,2020-01-26 07:00:00,999999.0,7,0,0,4,1,10.0,23722.483320425235,11.199060711765568,1,36.32361503676868,-91.3721076504172,42.68998756792809,-73.026920489157,,,1721.0061262394045,0.0,0.0,1,web,1,0.2500869389203822,12.49005436762232,0.2500869389203822,0,0.9999962360979808,1,0.89,0.4,0.38,0.3,0.57,HIGH,BLOCK,0.8,ESCALATE,Transaction amount is unusual compared to overall distribution. | Transaction nearly drained the available origin balance.
675,TRANSFER,2772043.9,C48717380,2772043.9,0.0,C230089691,0.0,0.0,1,0,6296641,0.0,2020-01-29 03:00:00,999999.0,3,1,0,1,0,10.0,267366.93790687324,10.367899463568174,1,26.04245375963716,-114.55478094018966,36.159658027707394,-97.15919995456142,,,1997.0398380336767,0.0,0.0,1,atm,1,10.266148776438046,14.835095836851949,10.266148776438046,1,0.9999996392554824,1,0.88,0.41,0.43,0.3,0.58,HIGH,BLOCK,0.9,BLOCK,Transaction amount is unusual and nearly drained the origin balance. | High geo_risk and device_risk are present with unusual customer behavior.
587,TRANSFER,1249721.72,C1794826326,1249721.72,0.0,C1839188526,0.0,0.0,1,0,6207263,0.0,2020-01-25 11:00:00,999999.0,11,0,0,2,0,5.0,104580.66722575668,11.949720760353443,1,44.11431451183604,-97.45694884916884,59.510609415764826,-78.05021353025867,,,2153.4730332420104,0.0,0.0,1,atm,1,4.691860442760008,14.038432260671902,4.691860442760008,1,0.9999991998225014,1,0.88,0.36,0.43,0.3,0.57,HIGH,BLOCK,0.9,BLOCK,Transaction amount is unusual and nearly drained the origin balance. | High geo_risk and device_risk are present with a large home distance.
161,TRANSFER,160351.22,C1074244611,160351.22,0.0,C770300650,0.0,0.0,1,0,1741502,0.0,2020-01-07 17:00:00,999999.0,17,0,0,2,0,30.0,18535.823082526204,8.650415407543896,1,35.61439681354919,-97.02860553420098,53.08645560419762,-82.44876720018159,,,2252.6386384666744,0.0,0.0,1,mobile,0,-0.0848580390699145,11.985128049740151,-0.0848580390699145,0,0.9999937637283725,1,0.53,0.25,0.19,0.3,0.36,MEDIUM,ESCALATE,0.8,ESCALATE,Transaction amount is unusual compared to customer's average. | Transaction location is far from customer's home.
463,TRANSFER,4152435.91,C1158527799,4152435.91,0.0,C1983304819,0.0,0.0,1,0,6020330,0.0,2020-01-20 07:00:00,999999.0,7,0,0,3,1,5.0,332059.0851054228,12.505073919624154,1,32.31508074230314,-82.47037194674088,38.65936165676118,-75.21035635857822,,,963.5470194934868,0.0,0.0,1,mobile,0,12.770675140902547,15.239205927097094,12.770675140902547,1,0.9999997591775572,1,0.92,0.46,0.42,0.3,0.61,HIGH,BLOCK,0.9,BLOCK,Transaction amount is unusual and nearly drains the origin balance. | High behavior risk and significant distance from home are present.
134,CASH_IN,245898.06,C355812015,1317150.59,1563048.65,C1091397401,3082638.17,2836740.11,0,0,1248495,491796.1199999999,2020-01-06 14:00:00,999999.0,14,0,0,1,0,2.0,41415.87537038303,5.937146580976514,1,29.90047047007932,-112.34075067960784,29.898663240759127,-112.32570071591556,,,1.4645922064005132,0.0,0.0,0,mobile,0,0.1093570527154651,12.412676405504826,0.1093570527154651,0,0.1866892633064353,0,0.08,0.25,0.0,0.0,0.09,LOW,APPROVE,0.1,APPROVE,Transaction type CASH_IN is generally low risk. | No strong risk signals are active.
182,PAYMENT,6908.38,C543720887,0.0,0.0,M383706241,0.0,0.0,0,0,2089057,6908.38,2020-01-08 14:00:00,999999.0,14,0,0,1,0,2.0,2532.030018783857,2.727318645562996,0,27.281258583768057,-97.08714591334515,27.319449934618124,-97.05351004616146,,,5.392610505851254,0.0,0.0,0,web,1,-0.2864141193038622,8.840635187700004,-0.2864141193038622,0,6908.38,0,0.12,0.08,0.01,0.0,0.07,LOW,APPROVE,0.1,APPROVE,"Transaction is a PAYMENT, which is generally low risk. | No significant risk signals detected in the transaction or customer profile."
98,TRANSFER,1273674.05,C2014013314,1273674.05,0.0,C315419844,0.0,0.0,1,0,1059498,0.0,2020-01-05 02:00:00,999999.0,2,1,0,4,1,30.0,96946.5437775436,13.137765026028717,1,34.62209113305871,-106.46556111144751,41.15954431591588,-101.22212045994604,,,859.9094007612102,0.0,0.0,1,mobile,0,3.213819606387283,14.05741701978585,3.213819606387283,1,0.9999992148703865,1,0.92,0.51,0.42,0.3,0.62,HIGH,BLOCK,0.8,BLOCK,Transaction amount is unusual and nearly drains the origin balance. | High behavior risk and significant distance from home are present.
558,CASH_OUT,4529.65,C2141175664,4529.65,0.0,C968979703,293443.08,297972.73,1,0,6168688,0.0,2020-01-24 06:00:00,999999.0,6,0,0,5,1,15.0,461.7902807622545,9.787694747044569,1,31.759711519026464,-115.52118040581836,42.56865002512036,-101.9450423694096,,,1696.3478043736438,0.0,0.0,1,mobile,0,-0.5755888693103828,8.418620696042401,-0.5755888693103828,0,0.9997792811186031,1,0.41,0.35,0.19,0.3,0.34,MEDIUM,ESCALATE,0.8,ESCALATE,Transaction amount is unusual and nearly drains the origin balance. | Customer exhibits high behavioral and geographic risk.
644,TRANSFER,228751.77,C1886391505,228751.77,0.0,C137422698,0.0,0.0,1,0,6280084,0.0,2020-01-27 20:00:00,999999.0,20,0,0,1,0,10.0,44932.93082882905,5.090847067696016,1,30.26535237853964,-116.516003835271,48.23904409640346,-111.16818717213953,,,2049.648826951257,0.0,0.0,1,web,1,0.1620111056887125,12.340397092354069,0.1620111056887125,0,0.9999956284682366,1,0.83,0.25,0.38,0.3,0.51,HIGH,BLOCK,0.8,ESCALATE,Transaction amount is unusual compared to customer's historical average. | Transaction nearly drained the origin balance.
402,CASH_OUT,168918.73,C889085210,11369.0,0.0,C1689046864,2443034.47,2611953.2,0,0,5835792,157549.73,2020-01-17 18:00:00,999999.0,18,0,0,1,0,2.0,31530.01481344383,5.357224656403332,1,38.7750666839783,-115.24916044879276,38.711637651593705,-115.21242454554746,,,7.739201689318298,0.0,0.0,0,mobile,0,-0.0181220905486396,12.037178910656833,-0.0181220905486396,0,14.856528583992963,1,0.15,0.25,0.19,0.0,0.15,LOW,APPROVE,0.8,ESCALATE,Transaction nearly drained the origin balance. | Customer exhibits unusual behavior risk.
355,CASH_IN,277862.32,C83998274,10010692.32,10288554.64,C1313081685,7503789.82,7225927.5,0,0,5101864,555724.6400000006,2020-01-15 19:00:00,999999.0,19,0,0,2,0,4.0,118238.90479453791,2.3499876837928224,0,35.002920867123976,-80.88071682068738,35.05810085455954,-80.90130769555782,,,6.41577996711829,0.0,0.0,0,web,1,0.1622904372989773,12.534884617094724,0.1622904372989773,0,0.027756551031772,0,0.1,0.08,0.01,0.0,0.06,LOW,APPROVE,0.1,APPROVE,"Transaction type is CASH_IN, which is generally low risk. | No strong risk signals are active."
184,CASH_IN,40473.02,C1665113997,1288050.04,1328523.06,C678300942,3398506.78,3374843.61,0,0,2165919,80946.04000000004,2020-01-08 16:00:00,999999.0,16,0,0,1,0,3.0,20878.526968395538,1.9384069409839744,0,32.414543964953026,-84.24655563594493,32.39115354669671,-84.19216477550259,,,5.730549767225804,0.0,0.0,0,mobile,0,-0.23083047690053,10.608415565775871,-0.23083047690053,0,0.0314219070076601,0,0.0,0.0,0.0,0.0,0.0,LOW,APPROVE,0.1,APPROVE,"Transaction type is CASH_IN, which is generally low risk. | No significant risk flags are active in the transaction or customer profile."
257,CASH_OUT,204926.5,C1931167864,10517.0,0.0,C1454040957,0.0,204926.5,0,0,3450124,194409.5,2020-01-11 17:00:00,999999.0,17,0,0,2,0,4.0,81188.46245850735,2.524052922566517,0,32.603657712549186,-93.48928947413604,32.644217601608055,-93.5115196381484,,,4.967377018389989,0.0,0.0,0,mobile,0,0.0415074187034016,12.230411537032031,0.0415074187034016,0,19.483409393420803,1,0.18,0.08,0.37,0.0,0.15,LOW,APPROVE,0.8,BLOCK,Transaction nearly drained the available balance. | Transaction amount is unusual compared to overall distribution.
588,CASH_OUT,98533.36,C1725698995,98533.36,0.0,C62219962,0.0,98533.36,1,0,6213753,0.0,2020-01-25 12:00:00,999999.0,12,0,0,3,1,30.0,15751.12745224754,6.25524141413299,1,28.660179676328376,-86.100902235738,38.84715351574573,-77.79646559970341,,,1366.9633191319217,0.0,0.0,1,atm,1,-0.3129537891041339,11.498160598819585,-0.3129537891041339,0,0.9999898512559476,1,0.48,0.35,0.2,0.3,0.37,MEDIUM,ESCALATE,0.8,ESCALATE,Transaction amount is unusual compared to customer's average. | Transaction nearly drained the origin balance.
235,CASH_OUT,124712.2,C1345949514,0.0,0.0,C1365960800,2571282.13,2695994.32,0,0,3070717,124712.2,2020-01-10 19:00:00,999999.0,19,0,0,1,0,2.0,44771.9683679668,2.7854351530828234,0,35.89829619884203,-84.4766749593957,35.89531250653383,-84.52623270036575,,,4.476282806763607,0.0,0.0,0,mobile,0,-0.0913288925704154,11.733771980115703,-0.0913288925704154,0,124712.2,1,0.25,0.08,0.19,0.0,0.15,LOW,APPROVE,0.8,ESCALATE,Transaction amount is unusual compared to customer's historical average. | Transaction nearly drained the origin balance.
420,TRANSFER,341956.42,C1806925834,341956.42,0.0,C814150801,0.0,0.0,1,0,5993581,0.0,2020-01-18 12:00:00,999999.0,12,0,0,1,0,15.0,55121.21987624639,6.2036039326376615,1,25.495847185996627,-94.46348009007914,40.14273399404554,-81.46287769831834,,,2026.9209610355488,0.0,0.0,1,mobile,0,0.666986396890362,12.742441505369634,0.666986396890362,0,0.9999970756593028,1,0.81,0.25,0.37,0.3,0.5,HIGH,BLOCK,0.8,ESCALATE,Transaction amount is unusual compared to customer's historical average. | Transaction nearly drained the origin balance and deviates from customer's normal behavior.
9,CASH_OUT,556218.01,C589143360,556218.01,0.0,C1992550266,0.0,582265.81,1,0,36027,0.0,2020-01-01 09:00:00,999999.0,9,0,0,4,1,30.0,68107.71349728722,8.16662041373244,1,40.25379667646341,-119.6949055585238,48.911201502160274,-108.02204651226756,,,1331.7328631483178,0.0,0.0,1,web,1,1.3589407530255802,13.228917398551046,1.3589407530255802,0,0.9999982021470284,1,0.51,0.35,0.38,0.3,0.41,MEDIUM,ESCALATE,0.8,ESCALATE,Transaction amount is unusual compared to overall distribution. | Transaction nearly drained the available origin balance.
281,PAYMENT,456.26,C83443883,4486.63,4030.37,M413794583,0.0,0.0,0,0,3795815,0.0,2020-01-12 17:00:00,999999.0,17,0,0,1,0,5.0,155.6084736892127,2.9133800314371334,0,37.74540401624768,-85.70554902072402,37.705711429852805,-85.62124954388662,,,8.62838717167064,0.0,0.0,0,mobile,0,-0.2970989450854998,6.125252156906081,-0.2970989450854998,0,0.1016705922725358,0,0.0,0.08,0.0,0.0,0.02,LOW,APPROVE,0.1,APPROVE,"Transaction is a PAYMENT, generally low risk. | No significant risk signals detected in transaction or customer profile."
145,CASH_OUT,34301.19,C1096551373,34301.19,0.0,C632622590,0.0,34301.19,1,0,1510122,0.0,2020-01-07 01:00:00,999999.0,1,1,0,3,1,15.0,2681.236993429095,12.788277129884705,1,26.16279291513544,-70.03807076957104,33.39154326792994,-58.88165810914912,,,1342.20201893801,0.0,0.0,1,atm,1,-0.582628820046359,10.44296447951231,-0.582628820046359,0,0.9999708473424,1,0.43,0.45,0.2,0.3,0.37,MEDIUM,ESCALATE,0.8,ESCALATE,Transaction is a high-risk CASH_OUT with significant balance risk. | Customer exhibits unusual behavior and high geo-risk.
38,CASH_OUT,171187.63,C937798804,958.0,0.0,C998784007,91456.69,262644.33,0,0,744001,170229.63,2020-01-02 14:00:00,999999.0,14,0,0,1,0,1.0,53190.69755983578,3.21831484711368,0,29.68248488086374,-73.84956261475483,29.713038871095307,-73.81553570105348,,,4.727017252482222,0.0,0.0,0,web,1,-0.0143647516870007,12.0505213269329,-0.0143647516870007,0,178.50639207507822,1,0.17,0.08,0.2,0.0,0.12,LOW,APPROVE,0.8,ESCALATE,Transaction nearly drained the origin balance. | Device risk is active.
231,CASH_OUT,261331.82,C1036650085,261331.82,0.0,C510704093,32063.09,293394.92,1,0,2982688,0.0,2020-01-10 15:00:00,999999.0,15,0,0,3,1,20.0,30935.86029273495,8.447263798820911,1,36.827476158012246,-72.91611240910703,49.60466612311326,-56.097341093803344,,,1960.023986209761,0.0,0.0,1,web,1,0.2085240840225897,12.473550046376792,0.2085240840225897,0,0.9999961734618712,1,0.51,0.35,0.38,0.3,0.41,MEDIUM,ESCALATE,0.8,ESCALATE,Transaction amount is unusual and nearly drains the origin balance. | Customer has a high home distance and device risk.
742,TRANSFER,303846.74,C959102961,303846.74,0.0,C114421319,0.0,0.0,1,0,6362606,0.0,2020-01-31 22:00:00,999999.0,22,0,0,4,1,30.0,39192.72309848069,7.752433705686367,1,40.94273285517086,-85.6928148368032,46.53557973358832,-66.38985880396197,,,1665.3910634345025,0.0,0.0,1,atm,1,0.3117892062573345,12.624281999655308,0.3117892062573345,0,0.99999670887794,1,0.89,0.35,0.38,0.3,0.56,HIGH,BLOCK,0.8,ESCALATE,Transaction amount is unusual compared to overall distribution. | Transaction nearly drained the origin balance.
16,PAYMENT,1766.3,C1119451060,16625.0,14858.7,M776646858,0.0,0.0,0,0,336393,0.0,2020-01-01 16:00:00,999999.0,16,0,0,1,0,2.0,451.1075481620777,3.9068137817659103,0,44.23483702971184,-75.91509627355319,44.26600870304331,-75.74778272149315,,,13.769671957998725,0.0,0.0,0,web,1,-0.2949294954833572,7.477208237195751,-0.2949294954833572,0,0.1062372188139059,0,0.02,0.08,0.01,0.0,0.03,LOW,APPROVE,0.1,APPROVE,"Transaction is a PAYMENT, generally low risk. | No significant risk signals detected."
354,CASH_OUT,427279.27,C176917630,0.0,0.0,C944748880,1204211.66,1631490.93,0,0,5044302,427279.27,2020-01-15 18:00:00,999999.0,18,0,0,2,0,5.0,266603.028583145,1.6026737190385167,0,32.91979400785551,-76.91699189794662,32.95852629207007,-76.91814907152178,,,4.308187106143931,0.0,0.0,0,mobile,0,0.4097275710741815,12.96519544691759,0.4097275710741815,0,427279.27,1,0.28,0.0,0.37,0.0,0.17,LOW,APPROVE,0.8,ESCALATE,Transaction nearly drained the origin balance. | Destination has historically high balance risk.
